nombre,direccion,codigo_postal,puntuacion_media,numero_reviews,tipo_negocio,latitud,longitud,categoria_negocio
Laboratorio de Fisiología del Esfuerzo,"Facultad de Ciencias de la Actividad Física y del Deporte, Calle de Martín Fierro, 7, Madrid",28040,3.0,4.0,"point_of_interest, establishment",40.4380725,-3.7328141,Otros / No categorizado
UNED - Facultad de Educación,"Calle de Juan del Rosal, 14, Madrid",28040,3.8,119.0,"university, point_of_interest, establishment",40.4511721,-3.737739,Educación
UNED: Faculty of Filology,"Paseo de la Senda del Rey, 7, Madrid",28040,4.4,25.0,"university, point_of_interest, establishment",40.43666789999999,-3.73548,Educación
Residencia Casasolar,"Calle de Aniceto Marinas, 114, Madrid",28040,3.4,130.0,"health, point_of_interest, establishment",40.43252769999999,-3.7344641,Salud
Asociación MASI (Monitores de Apoyo Social a la Infancia),"Avenida Puerta de Hierro, 2, Madrid",28040,,,"point_of_interest, establishment",40.4412167,-3.7280953,Otros / No categorizado
Madrid,Madrid,28041,,,"locality, political",40.41672790000001,-3.7032905,Administración / Localidad
Decathlon Usera,"Calle del Simca, 123, Madrid",28041,4.3,16000.0,"bicycle_store, clothing_store, point_of_interest, store, establishment",40.366156,-3.711682,Comercio / Servicios
San Fermin Partnership Project,"Avenida de los Fueros, 36, Madrid",28041,4.1,398.0,"lodging, point_of_interest, establishment",40.3702166,-3.6886185,Alojamiento
BBVA,"Calle de La Silvina, 17, Madrid",28041,1.9,67.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.36681249999999,-3.6904977,Comercio / Servicios
Caja Mágica,"Camino de Perales, 23, Madrid",28041,4.3,11394.0,"point_of_interest, establishment",40.3688321,-3.6844407,Otros / No categorizado
BBVA,"Calle Pan y Toros, 13, Madrid",28041,2.1,64.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.3598595,-3.6940814,Comercio / Servicios
HNOS. PEREZ ANOETA,"Calle de Anoeta, 31, Madrid",28041,4.4,1126.0,"furniture_store, home_goods_store, point_of_interest, store, establishment",40.35239,-3.699023,Comercio / Servicios
Oficina de Correos,"Calle de Eduardo Barreiros, 3, Y 5 (LOCAL 6, Madrid",28041,3.0,189.0,"post_office, finance, point_of_interest, establishment",40.37329340000001,-3.695247299999999,Administración / Localidad
Mercadona,"Avenida de Andalucía, 20, Madrid",28041,4.1,2250.0,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",40.3720392,-3.6951813,Restauración
Residencia de mayores Amavir Usera,"Distrito Usera, Avenida de la Perla, 3, Madrid",28041,3.6,130.0,"point_of_interest, health, establishment",40.37330499999999,-3.6938745,Salud
"Steelcase, Consultoría estratégica de espacios","Calle de Antonio López, 243, Madrid",28041,4.0,73.0,"real_estate_agency, point_of_interest, establishment",40.37848859999999,-3.6950415,Comercio / Servicios
"Contesta Teleservicios, a PROSEGUR Company","Edificio Vértice - Planta 5, Calle de Antonio López, 247, 249, Madrid",28041,3.3,170.0,"point_of_interest, establishment",40.37706900000001,-3.694710499999999,Otros / No categorizado
Euromaster Madrid Villaverde,"Calle Tertulia, 21, Madrid",28041,4.1,306.0,"point_of_interest, store, car_repair, establishment",40.35888,-3.692549999999999,Comercio / Servicios
MondragonLingua Madrid,"Calle de Antonio López, 247, Madrid",28041,,,"point_of_interest, establishment",40.3774525,-3.6949745,Otros / No categorizado
Hipermercado Carrefour,"Avenida de Andalucía, Km. 7, 1, Madrid",28041,4.0,7578.0,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",40.363308,-3.6921066,Restauración
National Police Usera-Villaverde district 2,"Calle Primitiva Gañán, s/n, Madrid",28041,,,"police, point_of_interest, establishment",40.3804916,-3.709440399999999,Otros / No categorizado
Residencia Villaverde Alzheimer,"Carretera Villaverde a Vallecas, 38, Madrid",28041,3.8,46.0,"point_of_interest, health, establishment",40.35631749999999,-3.686167499999999,Salud
"LUCIAN POP, S.L.","Camino de Perales, 108A, Madrid",28041,4.3,11.0,"plumber, roofing_contractor, home_goods_store, general_contractor, point_of_interest, store, establishment",40.3733879,-3.689174399999999,Comercio / Servicios
CEIP Meseta de Orcasitas,"Calle del Camino Viejo de Villaverde, 1, Madrid",28041,,,"primary_school, school, point_of_interest, establishment",40.37200759999999,-3.710115400000001,Educación
Puente de Vallecas,Puente de Vallecas,28041,,,"sublocality_level_1, sublocality, political",40.3870042,-3.6695334,Administración / Localidad
"Centro de Belleza y estética integral Lucy Lara, Ciudad de los Angeles","Calle de la Alegría de la Huerta, 22, Madrid",28041,4.9,139.0,"beauty_salon, hair_care, point_of_interest, establishment",40.35395559999999,-3.6955734,Comercio / Servicios
LA QUIMERA * A4TONER VILLAVERDE,"Calle de María Callas, 4, Madrid",28041,4.0,241.0,"book_store, point_of_interest, store, establishment",40.3545769,-3.6880178,Comercio / Servicios
Honda - Caetano Quermotor,"Avenida de Orovilla, 4, Madrid",28041,4.0,223.0,"car_dealer, point_of_interest, store, car_repair, establishment",40.367307,-3.692832,Comercio / Servicios
Farmacia 24 Horas Avenida Andalucía,"Avenida de Andalucía, km 6,400, Madrid",28041,3.3,260.0,"pharmacy, point_of_interest, store, health, establishment",40.371167,-3.6950667,Comercio / Servicios
Restaurante Royal Cantonés,"Calle del Olvido, 92, Madrid",28041,4.3,3459.0,"restaurant, food, point_of_interest, establishment",40.3830722,-3.7025694,Restauración
Restaurante A'barca Muxia,"Calle de Dolores Barranco, 4, Madrid",28041,4.2,1413.0,"restaurant, food, point_of_interest, establishment",40.3834426,-3.702716499999999,Restauración
Vivero de empresas de Villaverde,"Avenida de Orovilla, 54, Madrid",28041,4.6,94.0,"point_of_interest, establishment",40.3586372,-3.6901397,Otros / No categorizado
Instalaciones Electricas J.A. Hernandez,"Calle de Carabelos, 35, local 2, Usera, Madrid",28041,4.8,4.0,"electrician, point_of_interest, establishment",40.3756521,-3.6910702,Otros / No categorizado
Fundación Tomillo,"Calle Albuñuelas, 15, Madrid",28041,4.4,356.0,"point_of_interest, establishment",40.3659688,-3.6979882,Otros / No categorizado
La Cococha,"Calle de San Mario, 12, Madrid",28041,4.8,212.0,"food, point_of_interest, establishment",40.3768637,-3.6921364,Restauración
Libreria Maripaz Papeleria,"Calle Salado, 2, Madrid",28041,4.5,272.0,"book_store, locksmith, point_of_interest, store, establishment",40.3707549,-3.6982627,Comercio / Servicios
Alfa San Fermin,"Calle de la Mezquita, 34, Madrid",28041,3.8,5.0,"real_estate_agency, general_contractor, finance, point_of_interest, establishment",40.3736783,-3.6894361,Comercio / Servicios
Trece Gatos,"Centro Sociocultural Mariano Muñoz, Calle Cristo de Lepanto, 11, Madrid",28041,4.6,96.0,"point_of_interest, establishment",40.3804747,-3.7013713,Otros / No categorizado
Escuela de Pa-Kua,"Avenida de Córdoba, 29, Madrid",28041,4.8,29.0,"point_of_interest, establishment",40.3817909,-3.6969648,Otros / No categorizado
Colegio Santa María,"Calle Tolosa, 6, Madrid",28041,,,"school, point_of_interest, establishment",40.3729148,-3.7169049,Educación
"CEIP Barcelona, ​​Madrid","Avenida de la Verbena de la Paloma, 14, Madrid",28041,,,"school, point_of_interest, establishment",40.3585521,-3.696570799999999,Educación
Tsukurido,"Calle Hermandad de Donantes de Sangre, 43, Madrid",28041,4.8,102.0,"point_of_interest, health, establishment",40.3530092,-3.7011782,Salud
Muebles Vaquero,"Calle Taconera, 23, Madrid",28041,4.6,20.0,"furniture_store, home_goods_store, point_of_interest, store, establishment",40.3728723,-3.6917848,Comercio / Servicios
Peluqueria Pérez,"Calle Taconera, 1, Madrid",28041,4.9,113.0,"hair_care, point_of_interest, health, establishment",40.37472469999999,-3.691952799999999,Comercio / Servicios
CEPA Daoiz y Velarde,"Calle Fernando Ortiz, 2, Madrid",28041,4.8,32.0,"school, point_of_interest, establishment",40.3678092,-3.7024793,Educación
Banco Santander,"Calle de la Mezquita, 20, Madrid",28041,2.0,43.0,"bank, atm, finance, point_of_interest, establishment",40.3735243,-3.690898,Comercio / Servicios
Centro Privado de Enseñanza la Natividad,"Calle Torrox, 4, Madrid",28041,,,"school, point_of_interest, establishment",40.36783870000001,-3.690427,Educación
Ferretería Gamero,"Calle de la del Manojo de Rosas, 44, Madrid",28041,4.6,217.0,"hardware_store, locksmith, home_goods_store, store, point_of_interest, establishment",40.3587976,-3.6975743,Comercio / Servicios
Boxes Aguado,"Avenida de Andalucía, Km 6.700, Madrid",28041,3.7,3.0,"point_of_interest, establishment",40.37295659999999,-3.695353899999999,Otros / No categorizado
"Sweet Press, S.L.","Calle de Antonio López, 249, Madrid",28041,4.8,18.0,"point_of_interest, establishment",40.3770592,-3.6944218,Otros / No categorizado
Clínica dental Ibersalud,"Calle los Bohemios, 9, Madrid",28041,4.2,15.0,"health, point_of_interest, establishment",40.3561183,-3.6957215,Salud
Systems Advances,"Calle del Alerce, 17, Madrid",28041,,,"point_of_interest, establishment",40.3665587,-3.6950915,Otros / No categorizado
ASECOR,"Edifico Technico, Avenida de Córdoba, s/n, Madrid",28041,,,"point_of_interest, establishment",40.3761853,-3.699596199999999,Otros / No categorizado
M. Esquivias,"Calle de la del Manojo de Rosas, 44, Madrid",28041,4.5,18.0,"point_of_interest, establishment",40.35881519999999,-3.697561,Otros / No categorizado
Farmacia Mari Luz Sierra Martin. CHIQUIFARMA,"Calle del Simca, 8, Madrid",28041,4.1,35.0,"pharmacy, health, store, point_of_interest, establishment",40.366264,-3.7084731,Comercio / Servicios
Tornacar,"Calle Santa María Reina, 10, Madrid",28041,4.8,87.0,"car_dealer, store, point_of_interest, establishment",40.3706675,-3.6978412,Comercio / Servicios
Floristeria Erica Garden,"Calle Tertulia, 1, Madrid",28041,4.5,155.0,"florist, store, point_of_interest, establishment",40.36289989999999,-3.6922848,Comercio / Servicios
Peluquería Sandra,"Plaza Promesas, 2, LOCAL, Madrid",28041,4.1,40.0,"hair_care, beauty_salon, point_of_interest, establishment",40.368191,-3.7063504,Comercio / Servicios
quiromasajes orlando,"Calle la Chulapona, 2, Madrid",28041,4.6,14.0,"beauty_salon, gym, health, point_of_interest, establishment",40.3603346,-3.6962617,Comercio / Servicios
Bar Casa Pedro,"Avenida de la Verbena de la Paloma, 10, Madrid",28041,4.1,343.0,"bar, point_of_interest, establishment",40.3597159,-3.6965529,Restauración
Oncología Médica,"Avenida de Córdoba, s/n, Madrid",28041,3.0,22.0,"hospital, health, point_of_interest, establishment",40.3755263,-3.6981336,Salud
Hermanos de las Escuelas Cristianas,"Calle Torrox, 26, Madrid",28041,,,"school, point_of_interest, establishment",40.3684119,-3.6870114,Educación
Concerted Sacred Hearts Catholic Center,"Calle Pan y Toros, 45, Madrid",28041,,,"school, point_of_interest, establishment",40.3569779,-3.6939356,Educación
"Latro Construcciones, S.L.","Calle de Antonio López, 249, Madrid",28041,,,"general_contractor, point_of_interest, establishment",40.37711009999999,-3.6948911,Construcción / Reformas
ASOCIACIÓN JUVENIL HALCONES DE LA AMISTAD,"Calle de Cestona, 5, posterior, Madrid",28041,4.8,8.0,"point_of_interest, establishment",40.3728491,-3.7137635,Otros / No categorizado
Madrid,Madrid,28042,,,"locality, political",40.41672790000001,-3.7032905,Administración / Localidad
Hotel Madrid Alameda Aeropuerto Affiliated by Meliá,"Avenida de Logroño, 100, Madrid",28042,4.0,3400.0,"lodging, point_of_interest, establishment",40.469173,-3.580029,Alojamiento
ibis Madrid Aeropuerto Barajas,"Avenida General, 49, Madrid",28042,4.1,5618.0,"lodging, point_of_interest, establishment",40.469834,-3.5806384,Alojamiento
Meliá Barajas,"Avenida de Logroño, 305, Madrid",28042,4.2,4544.0,"lodging, point_of_interest, establishment",40.469679,-3.582283,Alojamiento
Hotel CLEMENT Barajas,"Avenida General, 43, Madrid",28042,4.3,2115.0,"lodging, point_of_interest, establishment",40.4710202,-3.5799023,Alojamiento
Tach Hotel Madrid Airport,"Calle Timón, 35, Madrid",28042,4.3,2652.0,"lodging, point_of_interest, establishment",40.47289539999999,-3.5852655,Alojamiento
Sercotel Madrid Aeropuerto,"Aeropuerto de Barajas, Calle del Galeón, 25, Madrid",28042,4.2,3195.0,"lodging, point_of_interest, establishment",40.4579038,-3.5834588,Alojamiento
Hotel Barajas Plaza,"Calle Camarillas, 5, 7, Madrid",28042,3.9,1080.0,"lodging, point_of_interest, establishment",40.47290869999999,-3.5769766,Alojamiento
Hotel Villa de Barajas,"Avenida de Logroño, 331, Madrid",28042,4.0,1399.0,"lodging, point_of_interest, establishment",40.4728627,-3.582183999999999,Alojamiento
Senator Barajas Hotel,"Calle del Galeón, 27, Madrid",28042,3.8,4888.0,"lodging, restaurant, food, point_of_interest, establishment",40.45877949999999,-3.582505099999999,Restauración
Maison De Fruits,"Plaza Mayor de Barajas, 15, Madrid",28042,4.0,113.0,"grocery_or_supermarket, food, point_of_interest, store, establishment",40.4739163,-3.577233,Restauración
Hostal Emilio,"Calle Canal de Suez, 24, Madrid",28042,2.9,509.0,"lodging, point_of_interest, establishment",40.4723852,-3.5798367,Alojamiento
Centro Deportivo Municipal El Barco,"Avenida de Logroño, 70, Madrid",28042,3.8,918.0,"point_of_interest, establishment",40.4627248,-3.587261099999999,Otros / No categorizado
Brussels Airlines,"S N, Lugar Aeropuerto De Barajas, 0, Madrid",28042,2.1,7.0,"point_of_interest, establishment",40.45765,-3.5575,Otros / No categorizado
Halcón Viajes,"Avenida General, 16, Madrid",28042,5.0,3.0,"travel_agency, point_of_interest, establishment",40.4723,-3.579016,Otros / No categorizado
Club Deportivo Brezo Osuna,"Calle Brezos, 1, Madrid",28042,4.2,563.0,"point_of_interest, establishment",40.4611152,-3.587712,Otros / No categorizado
BM Supermercados,"Avenida General, 49, BAJOS DEL HOTEL, Madrid",28042,4.0,842.0,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",40.46999770000001,-3.580558,Restauración
Hostal Viky,"Calle de Marte, 2, Madrid",28042,3.9,1759.0,"lodging, point_of_interest, establishment",40.473721,-3.5756616,Alojamiento
Barajas Doner Kebab Halal,"Avenida General, 29, Madrid",28042,3.4,492.0,"restaurant, food, point_of_interest, establishment",40.472134,-3.5788256,Restauración
Barajas,Barajas,28042,,,"sublocality_level_1, sublocality, political",40.4653704,-3.5951518,Administración / Localidad
Tualquilerdecoches,"Aeropuerto de Madrid, Avenida de la Hispanidad, s/n, Madrid",28042,3.5,2.0,"car_rental, point_of_interest, establishment",40.46506939999999,-3.5712025,Otros / No categorizado
Air France,"Avenida de la Hispanidad, s/n, Madrid",28042,2.4,143.0,"point_of_interest, establishment",40.4650697,-3.5696483,Otros / No categorizado
Colegio FEC de Jesús,"Calle Timón, 18, Madrid",28042,4.0,58.0,"school, point_of_interest, establishment",40.4728251,-3.5850197,Educación
Viajes El Corte Ingles S.A.,"Avenida de Cantabria, 51, Madrid",28042,4.0,197.0,"travel_agency, point_of_interest, establishment",40.4601506,-3.5826805,Otros / No categorizado
Pizzería Sienna,"Avenida de Cantabria, 39, Madrid",28042,4.3,1059.0,"restaurant, food, point_of_interest, establishment",40.45756859999999,-3.5858245,Restauración
La Caña de Gonzalo,"Avenida de Logroño, 205, Madrid",28042,4.2,2103.0,"bar, restaurant, food, point_of_interest, establishment",40.4619922,-3.590670200000001,Restauración
Burger King,"Avenida de Logroño, 337, Barajas",28042,3.7,2724.0,"meal_takeaway, restaurant, food, point_of_interest, establishment",40.47327540000001,-3.5821922,Restauración
Banco Santander - Smart Red,"Avenida General, 22, Madrid",28042,1.7,50.0,"bank, atm, finance, point_of_interest, establishment",40.471545,-3.579727,Comercio / Servicios
Hostal Aeropuerto,"Avenida de Logroño, 102, Madrid",28042,3.9,1029.0,"lodging, point_of_interest, establishment",40.46894580000001,-3.5807809,Alojamiento
Restaurante Madrid,"Calle Bureta, 7, Madrid",28042,4.3,2063.0,"bar, restaurant, food, point_of_interest, establishment",40.4649497,-3.586793499999999,Restauración
Notario Antonio Francisco Peralta Esperilla,"Avenida de Logroño, 144- 1ºB, Madrid",28042,3.0,85.0,"finance, point_of_interest, establishment",40.473513,-3.5819348,Finanzas y Seguros
Aula inglés Academy,"Calle Benisoda, 3, Madrid",28042,4.7,530.0,"school, point_of_interest, establishment",40.46512269999999,-3.589626499999999,Educación
Colegio San Pedro Apóstol,"Calle de Babilonia, 19, Madrid",28042,,,"school, point_of_interest, establishment",40.4675427,-3.5877035,Educación
La Torino,"Plaza Mayor de Barajas, 4, Madrid",28042,4.2,2252.0,"restaurant, food, point_of_interest, establishment",40.47369539999999,-3.578274499999999,Restauración
Autoescuelas Gala,"Calle de Gonzalo de Céspedes, 2, Madrid",28042,4.7,130.0,"point_of_interest, establishment",40.4714822,-3.5812348,Otros / No categorizado
Aluminios J.Aranda,"Calle Penélope, 2, Madrid",28042,4.9,157.0,"point_of_interest, establishment",40.4750609,-3.5794887,Otros / No categorizado
Rehafys,"Calle Acuario, 38, Madrid",28042,5.0,37.0,"point_of_interest, health, establishment",40.4753447,-3.580050199999999,Salud
Banco Sabadell,"Avenida General, 47, Madrid",28042,1.3,45.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.4704871,-3.580408199999999,Comercio / Servicios
Cárnicas Blanco SL,"Avenida General, 35, Madrid",28042,4.1,36.0,"food, point_of_interest, store, establishment",40.471598,-3.5794583,Restauración
Peripheral Systems Ibérica,"Calle de Gonzalo de Céspedes, 26, Bajo, Madrid",28042,,,"electronics_store, point_of_interest, store, establishment",40.4705216,-3.5787035,Comercio / Servicios
fCRESPO,"Calle Riaño, 3, Madrid",28042,,,"point_of_interest, establishment",40.4612889,-3.5796761,Otros / No categorizado
Activa Barajas,"Calle de Aries, 4, Madrid",28042,,,"home_goods_store, point_of_interest, store, establishment",40.4734477,-3.5767499,Comercio / Servicios
IAG (Ingeniería Acústica García Calderón SLL),"Calle Soto Hidalgo, 24, Madrid",28042,5.0,21.0,"point_of_interest, establishment",40.4612338,-3.5812782,Otros / No categorizado
Restaurante Egun-On,"Paseo del Zurrón, 31, Madrid",28042,4.6,1439.0,"restaurant, food, point_of_interest, establishment",40.4696965,-3.5861142,Restauración
Clinica Dental EOS,"Calle Canal de Suez, 5, Madrid",28042,4.7,118.0,"dentist, health, point_of_interest, establishment",40.471242,-3.580894,Salud
La Botica,"Calle de la Botica, 7, Madrid",28042,4.5,152.0,"meal_delivery, cafe, meal_takeaway, bar, restaurant, food, point_of_interest, store, establishment",40.473132,-3.5785701,Restauración
Administraciones Osuna S.A.,"Calle de Gonzalo de Céspedes, 7, Madrid",28042,4.2,22.0,"point_of_interest, establishment",40.4715583,-3.580254,Otros / No categorizado
Taller Auto Reparaciones Barajas,"Calle Canal de Suez, 16, Madrid",28042,4.7,131.0,"car_repair, point_of_interest, establishment",40.4719474,-3.5801832,Comercio / Servicios
Ingeniería de Instalaciones y Arquitectura,"Calle de Géminis, Madrid",28042,,,"point_of_interest, establishment",40.47540169999999,-3.5804957,Otros / No categorizado
Limpiezas Loma,"Calle Canal de Suez, 1, Madrid",28042,4.4,14.0,"point_of_interest, establishment",40.4709524,-3.5812559,Otros / No categorizado
Siemens,"Avenida de la Hispanidad T4, M-1, Madrid",28042,5.0,1.0,"point_of_interest, establishment",40.467893,-3.571146,Otros / No categorizado
"Brokers in the World, S.L.","Calle Jerez de los Caballeros, 2, Madrid",28042,4.0,1.0,"insurance_agency, point_of_interest, establishment",40.47065719999999,-3.580038199999999,Finanzas y Seguros
Juan Carlos Fernández Sanromán,"Avenida General, 16, Madrid",28042,,,"jewelry_store, point_of_interest, store, establishment",40.47230369999999,-3.5790178,Comercio / Servicios
Treslim2000,"Avenida General, 16, Madrid",28042,1.0,2.0,"point_of_interest, establishment",40.47230369999999,-3.5790178,Otros / No categorizado
Agencia Estatal de Seguridad Aérea . Oficina de Seguridad en Vuelo,"Lugar Aeropuerto Barajas, 0 S, Camino de la Muñoza, Madrid",28042,,,"local_government_office, point_of_interest, establishment",40.4674295,-3.5699169,Administración / Localidad
Clínica Dental Barajas RB Dental ️,"Avenida General, 17, Madrid",28042,4.9,225.0,"health, point_of_interest, establishment",40.4727006,-3.5783986,Salud
Naturhouse Barajas-Nutricionista,"Avenida General, 16, Madrid",28042,3.0,2.0,"health, point_of_interest, store, establishment",40.4722558,-3.5790365,Comercio / Servicios
GSC AUTOMÓVILES S.L,Spain,28042,,,"point_of_interest, store, establishment",40.46789319999999,-3.5711466,Comercio / Servicios
Clínica Veterinaria Barajas,"Calle de Júpiter, 14, Madrid",28042,4.6,148.0,"veterinary_care, point_of_interest, establishment",40.47610290000001,-3.5805423,Otros / No categorizado
Protos Euroconsultores de Ingeniería,"Paseo del Zurrón, 14, Madrid",28042,,,"point_of_interest, establishment",40.46941039999999,-3.5861119,Otros / No categorizado
Forest City,Forest City,28043,,,"locality, political",35.3340108,-81.8651028,Administración / Localidad
Dollar General,"719 South Church Street, Forest City",28043,4.2,317.0,"drugstore, convenience_store, grocery_or_supermarket, health, store, point_of_interest, food, establishment",35.32072819999999,-81.878723,Restauración
Missionary Wesleyan Church,"811 Doggett Road, Forest City",28043,5.0,11.0,"church, place_of_worship, point_of_interest, establishment",35.29821289999999,-81.871732,Religión / Culto
Norville Auction & Real Estate,"177 Longview Drive, Forest City",28043,4.3,4.0,"point_of_interest, establishment",35.315372,-81.880731,Otros / No categorizado
Qwik Stop,"254 Bethany Church Road, Forest City",28043,2.7,3.0,"convenience_store, store, point_of_interest, food, establishment",35.314695,-81.88449159999999,Restauración
Dragon Folk Studios,"179 Poplar Street, Forest City",28043,4.7,3.0,"point_of_interest, establishment",35.3081894,-81.86125419999999,Otros / No categorizado
Rutherford County Arts Council,"153 Shakespeare Drive, Forest City",28043,5.0,1.0,"point_of_interest, establishment",35.3042771,-81.8594054,Otros / No categorizado
Alexander Quality Plus,"1180 South Broadway Street, Forest City",28043,4.5,140.0,"gas_station, point_of_interest, establishment",35.3049186,-81.8577076,Otros / No categorizado
E & H Motorcycle Honda Service,"122 Md Blanton Circle, Forest City",28043,4.3,56.0,"car_repair, point_of_interest, establishment",35.3139478,-81.8614929,Comercio / Servicios
Ohmstead Plumbing Company Llc,"470 Washington Street, Forest City",28043,4.3,163.0,"plumber, point_of_interest, establishment",35.3194095,-81.8709891,Otros / No categorizado
The Master's Academy,"120 School Drive, Forest City",28043,4.2,5.0,"school, secondary_school, point_of_interest, establishment",35.30922389999999,-81.85766319999999,Educación
Alexander United Methodist Church,"210 M.D.Blanton Road, Forest City",28043,3.8,4.0,"church, place_of_worship, point_of_interest, establishment",35.3135394,-81.8600414,Religión / Culto
Ingles Gas Express,"756 South Church Street, Forest City",28043,4.3,252.0,"gas_station, point_of_interest, establishment",35.3205583,-81.8807444,Otros / No categorizado
Western Union,"756 South Church Street, Forest City",28043,,,"finance, point_of_interest, establishment",35.3206549,-81.8805198,Finanzas y Seguros
Thomas Jefferson Classical Acd,"1110 South Broadway Street, Forest City",28043,4.8,5.0,"secondary_school, primary_school, school, point_of_interest, establishment",35.30618459999999,-81.8595634,Educación
KFC,"131 Bethany Church Road, Forest City",28043,3.8,840.0,"restaurant, point_of_interest, food, establishment",35.3171801,-81.8813031,Restauración
Crystal Blue Awakenings,"N/A, Forest City",28043,,,"jewelry_store, store, point_of_interest, establishment",35.3037942,-81.87706709999999,Comercio / Servicios
Mountain Breeze Creations,"199 South Quail Lane, Forest City",28043,,,"point_of_interest, establishment",35.30176709999999,-81.88208,Otros / No categorizado
Genealogical Society Old Tryon,"319 Doggett Road, Forest City",28043,5.0,3.0,"library, point_of_interest, establishment",35.3102463,-81.87941839999999,Otros / No categorizado
Pleasant View Community Church,"129 Michael Drive, Forest City",28043,4.8,6.0,"church, place_of_worship, point_of_interest, establishment",35.3091823,-81.8822931,Religión / Culto
Pizza Hut,"786 South Church Street, Forest City",28043,3.8,770.0,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",35.319737,-81.8809821,Restauración
The Relatively Crafty Market,"114 Michael Drive, Forest City",28043,4.9,32.0,"point_of_interest, store, establishment",35.310329,-81.88112009999999,Comercio / Servicios
Just for You Gifts & More,"114 Michael Drive, Forest City",28043,,,"point_of_interest, store, establishment",35.310329,-81.88112009999999,Comercio / Servicios
Forest City Concrete and Grading,"148 Bri-Brooke Lane, Forest City",28043,3.9,7.0,"general_contractor, point_of_interest, establishment",35.2962676,-81.8731632,Construcción / Reformas
Learning Tree,"205 McDonald Road, Forest City",28043,4.5,2.0,"point_of_interest, establishment",35.3082468,-81.88571019999999,Otros / No categorizado
R & R Taxes,"171 Gladys Road, Forest City",28043,5.0,1.0,"accounting, finance, point_of_interest, establishment",35.3069156,-81.86680559999999,Finanzas y Seguros
"Dr. Vickie W. Lovin, MD","218 Doggett Road, Forest City",28043,,,"point_of_interest, doctor, health, establishment",35.3123681,-81.8813547,Comercio / Servicios
Rutherford County Chiropractic: Burley Christian D DC,"218 Doggett Road, Forest City",28043,4.5,13.0,"point_of_interest, health, establishment",35.31245039999999,-81.88137809999999,Salud
Kids Zone Christian Child Care,"131 Countryside Drive, Forest City",28043,3.0,1.0,"point_of_interest, establishment",35.3018266,-81.8923643,Otros / No categorizado
Element Church,"1071 South Broadway Street, Forest City",28043,4.7,58.0,"church, place_of_worship, point_of_interest, establishment",35.30743889999999,-81.8579917,Religión / Culto
K N Motorsports,"177 Longview Drive, Forest City",28043,4.9,7.0,"point_of_interest, establishment",35.315372,-81.880731,Otros / No categorizado
House of Stephen,"258 Bethany Church Road, Forest City",28043,,,"point_of_interest, establishment",35.3143526,-81.88480469999999,Otros / No categorizado
Speedymart,"254 Bethany Church Road, Forest City",28043,4.7,13.0,"convenience_store, food, point_of_interest, store, establishment",35.314733,-81.88453299999999,Restauración
Out Of The Ashes Recovery Ministries,"131 Countryside Drive, Forest City",28043,5.0,5.0,"point_of_interest, establishment",35.3017085,-81.8922967,Otros / No categorizado
417 Transportation,"786 Tanners Grove Road, Forest City",28043,,,"point_of_interest, establishment",35.2943919,-81.88771109999999,Otros / No categorizado
Bethany Baptist Church,"760 Bethany Church Road, Forest City",28043,4.7,19.0,"church, place_of_worship, point_of_interest, establishment",35.3029283,-81.8927567,Religión / Culto
12 Mi to Tryon International: Forest City Gem!,"668 Bethany Church Road, Forest City",28043,,,"lodging, point_of_interest, establishment",35.305428,-81.892997,Alojamiento
Rutherford Manor Apartments,"775 South Church Street #10G, Forest City",28043,4.3,27.0,"point_of_interest, establishment",35.31865069999999,-81.8767855,Otros / No categorizado
The Master's Canvas Painting Classes,"799 Bethany Church Road, Forest City",28043,,,"point_of_interest, establishment",35.30214120000001,-81.89398159999999,Otros / No categorizado
Heritage Village Apartments,"100 Heritage Drive, Forest City",28043,4.0,2.0,"point_of_interest, establishment",35.3073536,-81.860584,Otros / No categorizado
Cabrera's Tree Service,"606 McDade Road, Forest City",28043,5.0,4.0,"point_of_interest, establishment",35.3108022,-81.8922754,Otros / No categorizado
Thomas Jefferson Grammar School,"1110 South Broadway Street, Forest City",28043,,,"school, point_of_interest, establishment",35.30618459999999,-81.8595634,Educación
Fair Haven of Forest City,"830 Bethany Church Road, Forest City",28043,4.5,48.0,"health, point_of_interest, establishment",35.3030058,-81.8955096,Salud
Toms Welding,"859 Bethany Church Road, Forest City",28043,4.7,3.0,"point_of_interest, establishment",35.3014505,-81.8955917,Otros / No categorizado
Hope House Coffee Co,"1066 South Broadway Street, Forest City",28043,4.9,222.0,"cafe, store, point_of_interest, food, establishment",35.3076458,-81.858932,Restauración
Campbells Cleaning Services,"1008 South Broadway Street, Forest City",28043,3.0,4.0,"laundry, point_of_interest, establishment",35.309264,-81.8587,Comercio / Servicios
Hope Network,"1071 South Broadway Street, Forest City",28043,3.5,2.0,"point_of_interest, establishment",35.3074245,-81.85792959999999,Otros / No categorizado
