nombre,direccion,codigo_postal,puntuacion_media,numero_reviews,tipo_negocio,latitud,longitud
House of Stephen,"258 Bethany Church Road, Forest City",28043,,,"point_of_interest, establishment",35.3143526,-81.88480469999999
Speedymart,"254 Bethany Church Road, Forest City",28043,4.7,13.0,"convenience_store, food, point_of_interest, store, establishment",35.314733,-81.88453299999999
Out Of The Ashes Recovery Ministries,"131 Countryside Drive, Forest City",28043,5.0,5.0,"point_of_interest, establishment",35.3017085,-81.8922967
417 Transportation,"786 Tanners Grove Road, Forest City",28043,,,"point_of_interest, establishment",35.2943919,-81.88771109999999
Bethany Baptist Church,"760 Bethany Church Road, Forest City",28043,4.7,19.0,"church, place_of_worship, point_of_interest, establishment",35.3029283,-81.8927567
12 Mi to Tryon International: Forest City Gem!,"668 Bethany Church Road, Forest City",28043,,,"lodging, point_of_interest, establishment",35.305428,-81.892997
Rutherford Manor Apartments,"775 South Church Street #10G, Forest City",28043,4.3,27.0,"point_of_interest, establishment",35.31865069999999,-81.8767855
The Master's Canvas Painting Classes,"799 Bethany Church Road, Forest City",28043,,,"point_of_interest, establishment",35.30214120000001,-81.89398159999999
Heritage Village Apartments,"100 Heritage Drive, Forest City",28043,4.0,2.0,"point_of_interest, establishment",35.3073536,-81.860584
Cabrera's Tree Service,"606 McDade Road, Forest City",28043,5.0,4.0,"point_of_interest, establishment",35.3108022,-81.8922754
Thomas Jefferson Grammar School,"1110 South Broadway Street, Forest City",28043,,,"school, point_of_interest, establishment",35.30618459999999,-81.8595634
Fair Haven of Forest City,"830 Bethany Church Road, Forest City",28043,4.5,48.0,"health, point_of_interest, establishment",35.3030058,-81.8955096
Toms Welding,"859 Bethany Church Road, Forest City",28043,4.7,3.0,"point_of_interest, establishment",35.3014505,-81.8955917
Hope House Coffee Co,"1066 South Broadway Street, Forest City",28043,4.9,222.0,"cafe, store, point_of_interest, food, establishment",35.3076458,-81.858932
Campbells Cleaning Services,"1008 South Broadway Street, Forest City",28043,3.0,4.0,"laundry, point_of_interest, establishment",35.309264,-81.8587
Hope Network,"1071 South Broadway Street, Forest City",28043,3.5,2.0,"point_of_interest, establishment",35.3074245,-81.85792959999999
Creative Motorsports,"134 Md Blanton Circle, Forest City",28043,5.0,4.0,"car_repair, store, point_of_interest, establishment",35.31406860000001,-81.8619044
E & H Motorcycle Sales & Service,"122 Md Blanton Circle, Forest City",28043,4.3,63.0,"store, point_of_interest, establishment",35.31402,-81.86149240000002
Xtreme House Cleaning,"995 South Broadway Street, Forest City",28043,,,"point_of_interest, establishment",35.3095374,-81.85775389999999
Ingle's,United States,28043,3.0,2.0,"transit_station, point_of_interest, establishment",35.320442,-81.88007499999999
Mini Barefoot Dragon LLC,"960 South Broadway Street, Forest City",28043,,,"spa, point_of_interest, establishment",35.3105229,-81.8582089
Rescued Treasures And More,"960 US 221A Highway, Forest City",28043,5.0,1.0,"store, point_of_interest, establishment",35.310569,-81.858143
Western Union,"Dollar General, 719 South Church Street, Forest City",28043,,,"finance, point_of_interest, establishment",35.32072819999999,-81.878723
FedEx OnSite,"719 South Church Street, Forest City",28043,4.3,27.0,"point_of_interest, establishment",35.3207323,-81.8787152
MuggeepockeTz,"186 Dillashaw Drive, Forest City",28043,5.0,1.0,"point_of_interest, establishment",35.3095109,-81.85744410000001
Alexander Mills Cemetery,"127 Cemetery Street, Forest City",28043,,,"cemetery, point_of_interest, establishment",35.3061775,-81.8564403
Jeff's Thrift & Discount Store,"944 South Broadway Street, Forest City",28043,4.0,6.0,"store, point_of_interest, establishment",35.3109296,-81.8580724
Blt Thrift Store,"944 South Broadway Street, Forest City",28043,4.5,42.0,"store, point_of_interest, establishment",35.310945,-81.858018
Hardins Drug,"720 South Church Street, Forest City",28043,4.4,73.0,"pharmacy, drugstore, health, store, point_of_interest, establishment",35.32119950000001,-81.87955219999999
Madrid,Madrid,28044,,,"locality, political",40.41672790000001,-3.7032905
Pizza Pazza,"Avenida de la Aviación, 73, Madrid",28044,4.6,987.0,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",40.3750556,-3.7747428
Farmacia Guareña,"Calle de Guareña, 8, Madrid",28044,3.9,87.0,"pharmacy, point_of_interest, store, health, establishment",40.388217,-3.7661239
BBVA,"Calle de Oliva de Plasencia, 1, Madrid",28044,2.9,40.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.3785488,-3.7798181
BBVA,"Calle de Eugenia de Montijo, 112, Madrid",28044,2.4,35.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.37444329999999,-3.7512656
BBVA,"Calle de José de Cadalso, 70, Madrid",28044,2.4,34.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.3785658,-3.7692901
El Encuentro,"Calle de Guareña, 9, Madrid",28044,3.6,55.0,"bar, point_of_interest, establishment",40.3873421,-3.7654032
Cuatro Vientos Airport,"Edificio terminal, Carretera Barrio de la Fortuna, s/n, Madrid",28044,4.5,686.0,"airport, point_of_interest, establishment",40.3685237,-3.7806676
I.E.S. PARK ALUCHE,"Calle de Maqueda, 86, Madrid",28044,,,"secondary_school, school, point_of_interest, establishment",40.3904061,-3.76395
Dreamfit,"CC Plaza Aluche, Madrid",28044,3.5,698.0,"gym, point_of_interest, health, establishment",40.3857405,-3.763684
San Jose Institute Foundation,"Avenida de la Hospitalidad, s/n, Madrid",28044,4.2,611.0,"hospital, point_of_interest, health, establishment",40.3624251,-3.772472300000001
Concerted Learning Center Enriqueta Aymer,"Calle Mirabel, 38, Madrid",28044,,,"school, point_of_interest, establishment",40.3791696,-3.7802238
Lottery Administration 336 The Monster,"Calle del General Millan Astray, 19, Madrid",28044,4.2,106.0,"point_of_interest, establishment",40.3782338,-3.7663063
BBVA,"Avenida de la Peseta, 55, Madrid",28044,1.9,92.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.3627994,-3.7595704
UNED Jacinto Verdaguer,"Calle de Fuente de Lima, 22, Madrid",28044,4.1,141.0,"university, point_of_interest, establishment",40.3827129,-3.782644699999999
Colegio Ábaco,"Avenida de la Peseta, 8, Madrid",28044,,,"school, point_of_interest, establishment",40.36779629999999,-3.765218900000001
Bar Restaurante Los Toledanos,"Avenida de Las Águilas, 142, Madrid",28044,4.3,810.0,"cafe, restaurant, food, point_of_interest, establishment",40.3810534,-3.7828275
Saneamientos Chamorro,"Calle del General Millan Astray, 17, Madrid",28044,3.8,22.0,"plumber, point_of_interest, establishment",40.3783657,-3.7663761
IES Leonardo Da Vinci,"Calle de Blas Cabrera, 90, Madrid",28044,,,"secondary_school, school, point_of_interest, establishment",40.3779304,-3.7644442
Carabanchel,Carabanchel,28044,,,"sublocality_level_1, sublocality, political",40.3778181,-3.7512317
Gimnasio Holiday Gym Aluche,"Calle de Maqueda, 30, Madrid",28044,2.9,374.0,"gym, health, point_of_interest, establishment",40.39363350000001,-3.765293599999999
Residencia para Mayores Ballesol Latina *****,"Calle de la Casuarina, 4, Madrid",28044,4.1,128.0,"health, point_of_interest, establishment",40.381531,-3.764684000000001
AZALEA NOVIAS,"Calle de Ocaña, 69, Madrid",28044,4.4,477.0,"clothing_store, point_of_interest, store, establishment",40.38519829999999,-3.7535829
Don Antonio,"Avenida de Carabanchel Alto, 58, Madrid",28044,4.2,2025.0,"restaurant, food, point_of_interest, establishment",40.3704292,-3.7532615
"Arterapia, Center for Physiotherapy and Pilates","Calle de Maqueda, 58, Madrid",28044,4.7,30.0,"physiotherapist, health, point_of_interest, establishment",40.3922853,-3.7638968
Planetthouse,"Avenida de Las Águilas, 2, Madrid",28044,,,"electronics_store, home_goods_store, point_of_interest, store, establishment",40.3845839,-3.764989500000001
Bazán Abogados,"Calle de Camarena, 330, Madrid",28044,3.7,22.0,"lawyer, accounting, finance, point_of_interest, establishment",40.3850495,-3.758709
Escuni,"Avenida de Nuestra Señora de Fátima, 102, Madrid",28044,4.5,96.0,"university, point_of_interest, establishment",40.37847970000001,-3.7492655
Vodafone,"Plaza De Aluche, Centro Comercial Plaza De Aluche Local B11 - Avenida Poblados, 58 Centro Comercial, Local B11, Madrid",28044,3.4,657.0,"point_of_interest, store, establishment",40.3864175,-3.764143099999999
San Gabriel High School,"Calle de Eugenia de Montijo, 92, Madrid",28044,,,"school, point_of_interest, establishment",40.3776579,-3.7489193
Restaurante Punto de Encuentro,"Calle de Maqueda, 138, Madrid",28044,4.2,878.0,"bar, point_of_interest, establishment",40.38741149999999,-3.7617364
REFORMAS JOAQUIN FERNANDEZ,"Calle Jacobinia, 50, Madrid",28044,3.8,95.0,"general_contractor, painter, roofing_contractor, plumber, furniture_store, home_goods_store, point_of_interest, store, establishment",40.3775092,-3.7524163
Locales de ensayo Circulo Ipanema,"Calle del Parque Eugenia de Montijo, 50, Madrid",28044,4.7,128.0,"point_of_interest, store, establishment",40.3786444,-3.751744
College Archangel Raphael,"Calle de Maqueda, 4, Madrid",28044,,,"secondary_school, school, point_of_interest, establishment",40.39468329999999,-3.765359799999999
"Acoser sewing machines, S.L.","Calle de Valmojado, 275, Madrid",28044,4.7,227.0,"point_of_interest, store, establishment",40.3872954,-3.759071
Deportes Madrid,"Calle de Valmojado, 285, Madrid",28044,4.7,44.0,"point_of_interest, store, establishment",40.3864863,-3.7579272
Public Library ANTONIO MINGOTE,"Calle Rafael Finat, 51, Madrid",28044,4.1,358.0,"library, point_of_interest, establishment",40.3793563,-3.7694296
GESPAIN INMOBILIARIA ALUCHE-CAMPAMENTO,"Calle de Tembleque, 111, Madrid",28044,4.8,126.0,"real_estate_agency, point_of_interest, establishment",40.39103310000001,-3.7649398
Halcón Viajes,"Avenida de los Poblados, 58, Madrid",28044,4.5,42.0,"travel_agency, point_of_interest, establishment",40.38576279999999,-3.7630476
Centro Deportivo Municipal Aluche,"Avenida de Las Águilas, 14, Madrid",28044,3.8,3554.0,"gym, health, point_of_interest, establishment",40.3839088,-3.771470599999999
Clínica Melisa,"Calle Aldeanueva de la Vera, 16, local posterior, Madrid",28044,4.3,105.0,"physiotherapist, gym, hair_care, beauty_salon, doctor, health, point_of_interest, establishment",40.3804155,-3.7777342
Seyfa administración de fincas,"Calle de Joaquín Turina, 31, Madrid",28044,3.3,16.0,"real_estate_agency, point_of_interest, establishment",40.37225360000001,-3.7533684
Wedding dresses - Vega Brides,"Calle de Maqueda, 10, Madrid",28044,4.3,152.0,"shoe_store, clothing_store, point_of_interest, store, establishment",40.3940443,-3.7652899
Occident – Oficina especializada en seguros de decesos,"Avenida de Las Águilas, 2B, bajos local 1, Madrid",28044,3.2,43.0,"point_of_interest, establishment",40.3845501,-3.7651606
Aula de Cultura Valle Inclán,"Calle de José de Cadalso, 50, Madrid",28044,,,"school, point_of_interest, establishment",40.380208,-3.772835700000001
MAPFRE,"Calle Rafael Finat, 117, Madrid",28044,4.5,27.0,"insurance_agency, accounting, finance, health, point_of_interest, establishment",40.3750781,-3.772821099999999
Ibercaja Banco,"Calle de Blas Cabrera, 75, Madrid",28044,3.6,13.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.3786634,-3.7733849
Inventarios y Proyectos de Señalización Vial S.L.,"Avenida de Las Águilas, 2B, Madrid",28044,1.0,1.0,"health, point_of_interest, establishment",40.3845501,-3.7651606
Lexcom Asesores,"Avenida de Las Águilas, 2b, 2ª, Oficina 3, Madrid",28044,4.2,9.0,"lawyer, accounting, finance, point_of_interest, establishment",40.3844967,-3.7649852
Centro de Día para Mayores SANIVIDA Latina,"Calle del Doctor Blanco Soler, 20, Madrid",28044,4.1,15.0,"point_of_interest, establishment",40.38236879999999,-3.7676492
Centro Relojero (Joyerías Relojerías),"Calle de Oliva de Plasencia, 27, Madrid",28044,4.3,18.0,"point_of_interest, store, establishment",40.37917789999999,-3.7774335
Pharmacy Cuatro Vientos,"Carretera Barrio de la Fortuna, 6, Madrid",28044,3.1,42.0,"pharmacy, health, point_of_interest, store, establishment",40.371919,-3.7660481
Tapicerías La Torre,"Calle de Luis Claudio, 16, Madrid",28044,4.5,25.0,"furniture_store, home_goods_store, point_of_interest, store, establishment",40.37136,-3.76068
Church St. Hilario de Poitiers,"Calle de Luis Chamizo, 7, Madrid",28044,4.5,142.0,"church, place_of_worship, point_of_interest, establishment",40.3865118,-3.7658332
El Rincón del Greco,"Avenida de Nuestra Señora de Fátima, 98, Madrid",28044,4.5,1019.0,"bar, restaurant, food, point_of_interest, establishment",40.38000050000001,-3.7490893
Alimentación Preparada El Dorado S.L.,"C.C. San Ignacio de Loyola, Calle de Oliva de Plasencia, 1, Local 214, Madrid",28044,3.1,64.0,"restaurant, food, point_of_interest, store, establishment",40.3785713,-3.7792523
Banco Santander,"Calle de José de Cadalso, 25, Madrid",28044,2.8,16.0,"bank, atm, finance, point_of_interest, establishment",40.3808935,-3.7713273
"Centro Aéreo Iber, S.L.","Carretera Barrio de la Fortuna, s/n, Madrid",28044,5.0,3.0,"point_of_interest, establishment",40.3685037,-3.780283899999999
k2 Estudio de Ingeniería,"Avenida de Las Águilas, 2B, Oficina 5/3, Madrid",28044,3.0,2.0,"point_of_interest, establishment",40.3845435,-3.765044099999999
LOGISBROKER CSSL,"Calle Rafael Finat, 60, Madrid",28044,,,"insurance_agency, point_of_interest, establishment",40.3756373,-3.7732962
Madrid,Madrid,28045,,,"locality, political",40.41672790000001,-3.7032905
Rafaelhoteles Atocha,"Calle de Méndez Álvaro, 30, Madrid",28045,4.1,4106.0,"lodging, point_of_interest, establishment",40.401368,-3.6870781
AC Hotel Atocha,"Calle de las Delicias, 42, Madrid",28045,4.3,1884.0,"lodging, point_of_interest, establishment",40.4038003,-3.6900165
AC Hotel Carlton Madrid,"Paseo de las Delicias, 26, Madrid",28045,4.3,1613.0,"lodging, point_of_interest, establishment",40.4051228,-3.6937021
Hotel NH Madrid Atocha,"Paseo de la Infanta Isabel, 9, Madrid",28045,4.2,1566.0,"lodging, point_of_interest, establishment",40.40769,-3.689457
Mediodía Hotel,"Plaza del Emperador Carlos V, 8, Madrid",28045,4.2,3425.0,"lodging, point_of_interest, establishment",40.4085732,-3.692866899999999
Hotel Praga,"Calle de Antonio López, 65, Madrid",28045,4.1,7584.0,"lodging, point_of_interest, establishment",40.394073,-3.707562
Hotel Agumar,"Paseo de la Reina Cristina, 7, Madrid",28045,4.0,4915.0,"lodging, point_of_interest, establishment",40.40702210000001,-3.6832129
Casa de Asturias,"Calle de Argumosa, 4, Madrid",28045,3.8,2504.0,"restaurant, food, point_of_interest, establishment",40.4081497,-3.699811
Hotel Catalonia El Retiro,"Avenida de la Ciudad de Barcelona, 113, Madrid",28045,4.5,1745.0,"lodging, point_of_interest, establishment",40.398902,-3.670035
Hotel NH Madrid Nacional,"Paseo del Prado, 48, Madrid",28045,4.3,3940.0,"lodging, point_of_interest, establishment",40.409962,-3.692673999999999
URBANSEA Atocha 113,"Calle de Atocha, 113, Madrid",28045,4.0,805.0,"lodging, point_of_interest, establishment",40.4103724,-3.6946021
Hotel Madrid Río,"Calle de Antonio López, 168, Madrid",28045,3.5,2183.0,"lodging, point_of_interest, establishment",40.3886679,-3.7004044
Hotel Sancho,"Paseo de las Delicias, 56, Madrid",28045,4.3,862.0,"lodging, point_of_interest, establishment",40.40010929999999,-3.6943302
Hotel Mora,"Paseo del Prado, 32, 1, Madrid",28045,3.9,1185.0,"lodging, point_of_interest, establishment",40.411297,-3.693177699999999
La Parrilla de Usera,"Calle de la Pilarica, 29, Madrid",28045,4.3,1320.0,"restaurant, food, point_of_interest, establishment",40.3858014,-3.703238299999999
Hostal Residencia Fernandez,"Calle de Sánchez Bustillo, 3, Madrid",28045,4.0,439.0,"lodging, point_of_interest, establishment",40.4091813,-3.6937662
Hotel Mexico,"Calle del Gobernador, 24, Madrid",28045,3.8,627.0,"lodging, point_of_interest, establishment",40.4114786,-3.694286
Hotel Artrip,"Calle de Valencia, 11, Madrid",28045,4.7,451.0,"lodging, point_of_interest, establishment",40.40717309999999,-3.700016599999999
Centro,Centro,28045,,,"sublocality_level_1, sublocality, political",40.4167234,-3.7033851
Hotel Gran Legazpi,"HOTEL GRAN LEGAZPI, Paseo de la Chopera, 71, BAJO, Madrid",28045,4.0,1551.0,"lodging, point_of_interest, establishment",40.3919874,-3.695993400000001
Rafaelhoteles Pirámides,"Paseo de las Acacias, 40, Madrid",28045,4.2,1338.0,"lodging, point_of_interest, establishment",40.4024822,-3.711509
Kapital,"Calle de Atocha, 125, Madrid",28045,3.7,9405.0,"night_club, point_of_interest, establishment",40.4097611,-3.6931083
restaurante asiatico fang,"Calle de Embajadores, 186, Madrid",28045,4.0,522.0,"restaurant, food, point_of_interest, establishment",40.39321649999999,-3.6942975
Radisson RED Madrid,"Calle de Atocha, 123, Madrid",28045,4.3,3338.0,"lodging, point_of_interest, establishment",40.4099637,-3.693588999999999
Hotel Catalonia Atocha,"Calle de Atocha, 81, Madrid",28045,4.6,3541.0,"lodging, point_of_interest, establishment",40.4118357,-3.697807000000001
"Radisson Blu Hotel, Madrid Prado","Calle de Moratín, 52, Madrid",28045,4.3,1047.0,"lodging, point_of_interest, establishment",40.4125104,-3.6940707
Matadero Madrid,"Plaza de Legazpi, 8, Madrid",28045,4.5,29802.0,"tourist_attraction, museum, point_of_interest, establishment",40.3919453,-3.6978834
Bar El Brillante,"Plaza del Emperador Carlos V, 8, Madrid",28045,3.6,23915.0,"bar, restaurant, food, point_of_interest, establishment",40.4086125,-3.6928462
Museo Nacional Centro de Arte Reina Sofía,"Calle de Santa Isabel, 52, Madrid",28045,4.5,63772.0,"tourist_attraction, museum, store, point_of_interest, establishment",40.40791229999999,-3.6945569
Fogg Bar Birras & Burgers,"Plaza de los Reyes Magos, 6, Madrid",28045,4.7,1515.0,"bar, restaurant, food, point_of_interest, establishment",40.40806190000001,-3.6764862
Independance Club,"Calle de Atocha, 127, Madrid",28045,3.7,2902.0,"night_club, bar, point_of_interest, establishment",40.40967059999999,-3.6929809
Hostal Rivera,"Paseo de Santa María de la Cabeza, 2, Madrid",28045,3.0,236.0,"lodging, point_of_interest, establishment",40.4070522,-3.6940195
Comercial Pazos,"Calle de Embajadores, 129, Madrid",28045,4.7,722.0,"hardware_store, store, point_of_interest, establishment",40.3977995,-3.6969827
Los Placeres de Lola,"Calle del Doctor Fourquet, 34, Madrid",28045,4.8,96.0,"store, point_of_interest, establishment",40.4070005,-3.6997301
Rincón Asturiano,"Calle de las Delicias, 26, Madrid",28045,4.1,5307.0,"restaurant, food, point_of_interest, establishment",40.4039679,-3.692295699999999
Teatro Circo Price,"Ronda de Atocha, 35, Madrid",28045,4.5,8876.0,"point_of_interest, establishment",40.405985,-3.698592
[P] Garaje Ingemotion,"Calle de Valencia, 19, Madrid",28045,3.4,209.0,"parking, point_of_interest, establishment",40.4066047,-3.6996791
La Casa Encendida,"Ronda de Valencia, 2, Madrid",28045,4.5,6223.0,"tourist_attraction, museum, point_of_interest, establishment",40.4059604,-3.699816999999999
Bodegas Rosell,"Calle del General Lacy, 14, Madrid",28045,4.3,5860.0,"bar, restaurant, food, point_of_interest, establishment",40.40380809999999,-3.6909254
Employment office,"Calle de Méndez Álvaro, 7, Madrid",28045,2.9,204.0,"local_government_office, point_of_interest, establishment",40.4015131,-3.686423599999999
Museo del Ferrocarril de Madrid,"Paseo de las Delicias, 61, Madrid",28045,4.5,17537.0,"tourist_attraction, museum, point_of_interest, establishment",40.3994167,-3.6920258
S. L. Barragan Motorcycles,"Avenida del Manzanares, 162, Madrid",28045,4.0,484.0,"clothing_store, point_of_interest, store, car_repair, establishment",40.395742,-3.708820999999999
Fourth Wall Theatre,"Calle de Ercilla, 17, Madrid",28045,4.6,235.0,"point_of_interest, establishment",40.4028348,-3.7025964
Estación de Servicio Repsol,"Plaza de Legazpi, 9, Madrid",28045,3.8,382.0,"gas_station, car_wash, point_of_interest, establishment",40.39173220000001,-3.6954649
Antigüedades de Oficina,"Calle del Labrador, 26, local bajo izquierda, Madrid",28045,4.8,13.0,"furniture_store, home_goods_store, point_of_interest, store, establishment",40.4006499,-3.70385
National Dance Company,"Paseo de la Chopera, 4, Madrid",28045,4.6,117.0,"point_of_interest, establishment",40.3947257,-3.700680400000001
Restaurante Atrapallada,"Paseo de las Acacias, 12, Madrid",28045,4.0,4100.0,"restaurant, food, point_of_interest, establishment",40.40413969999999,-3.7057968
Impact Hub Madrid - Alameda,"Calle de la Alameda, 22, Madrid",28045,4.5,410.0,"point_of_interest, establishment",40.41052739999999,-3.6939574
Deportes Laser,"Calle de las Delicias, Nº 25, Madrid",28045,4.8,304.0,"point_of_interest, store, establishment",40.40415029999999,-3.6923986
Moharaj,"Calle del Ave María, 18, Madrid",28045,4.5,2241.0,"restaurant, food, point_of_interest, establishment",40.41097959999999,-3.7006743
UrbanBox CrossFit,"Calle de Martín de Vargas, 22, Madrid",28045,4.5,113.0,"gym, point_of_interest, health, establishment",40.40271729999999,-3.7019746
Garaje Amparo,"Calle del Amparo, 75, Madrid",28045,3.5,56.0,"parking, point_of_interest, establishment",40.4079355,-3.7015278
Hostal Alegría,"Calle de Rafael de Riego, 8, Piso 5º, Madrid",28045,4.5,531.0,"lodging, point_of_interest, establishment",40.4057414,-3.6921304
Pandora's Vox Rehearsal,"Calle de Rafael de Riego, 8, Madrid",28045,4.7,300.0,"bar, point_of_interest, store, establishment",40.405627,-3.692109
BBVA,"Calle Eros, 20, Madrid",28045,2.1,34.0,"bank, atm, accounting, finance, point_of_interest, establishment",40.3924467,-3.6789861
Cash Converters,"Paseo de las Delicias, 65, Madrid",28045,3.8,1234.0,"jewelry_store, electronics_store, finance, point_of_interest, store, establishment",40.3986575,-3.6939817
Integrated Dotacional Center Arganzuela,"Calle de Palos de la Frontera, 40, Madrid",28045,3.9,1376.0,"gym, point_of_interest, health, establishment",40.4029153,-3.6956053
De Madrid al Cielo,"Avenida del Mediterráneo, 28, Madrid",28045,4.8,105.0,"point_of_interest, establishment",40.406704,-3.6735346
Municipal Enterprise of Transport - Central Seat,"Calle del Cerro de la Plata, 4, Madrid",28045,3.7,614.0,"point_of_interest, establishment",40.4001247,-3.6752697
Madrid,Madrid,28046,,,"locality, political",40.41672790000001,-3.7032905
Eurostars Madrid Tower,"Paseo de la Castellana, 259, B, Madrid",28046,4.4,6821.0,"lodging, point_of_interest, establishment",40.4766477,-3.6877681
Hotel NH Collection Madrid Eurobuilding,"Calle del Padre Damián, 23, Madrid",28046,4.5,6189.0,"lodging, point_of_interest, establishment",40.4584134,-3.6859828
Hotel Exe Plaza,"Paseo de la Castellana, 191, Madrid",28046,4.2,4175.0,"lodging, point_of_interest, establishment",40.46756359999999,-3.6900625
AC Hotel Aitana,"Paseo de la Castellana, 152, Madrid",28046,4.4,960.0,"lodging, point_of_interest, establishment",40.4558881,-3.6896672
El Jamón y El Churrasco,"Calle de la Infanta Mercedes, 64 (28020, Madrid",28046,4.3,1625.0,"restaurant, point_of_interest, food, establishment",40.4604933,-3.696067300000001
Hotel Madrid Chamartín Affiliated by Meliá,"Calle de Mauricio Ravel, 10, Madrid",28046,4.0,3059.0,"lodging, point_of_interest, establishment",40.47202,-3.684684
"""Érase un Hotel""","Calle de Bravo Murillo, 304, Madrid",28046,4.5,5118.0,"lodging, point_of_interest, establishment",40.4629322,-3.696747400000001
Meliá Castilla,"Calle del Poeta Joan Maragall, 43, Madrid",28046,4.5,8021.0,"lodging, point_of_interest, establishment",40.461445,-3.692187
Hotel 4C Puerta Europa,"Calle de Bravo Murillo, 364, Madrid",28046,3.9,636.0,"lodging, point_of_interest, establishment",40.4649861,-3.6931906
Hotel Don Pío,"Avenida de Pío XII, 25, Madrid",28046,4.4,685.0,"lodging, point_of_interest, establishment",40.4628289,-3.6763078
Hotel ILUNION Pío XII,"Avenida de Pío XII, 77, Madrid",28046,4.2,4416.0,"lodging, restaurant, point_of_interest, food, establishment",40.4689299,-3.6740122
Hotel Villamadrid,"Calle Xaudaró, 2, Madrid",28046,4.2,2381.0,"lodging, point_of_interest, establishment",40.4897144,-3.6880755
Hotel Mirador de Chamartin,"Calle del Arte, 14, Madrid",28046,4.1,1844.0,"lodging, restaurant, point_of_interest, food, establishment",40.48294,-3.6708937
El Molino,"Calle del Conde de Serrallo, 1, Madrid",28046,4.0,733.0,"restaurant, point_of_interest, food, establishment",40.4659271,-3.6921363
Hotel Luze Castellana,"Calle de Julián Besteiro, 37, Madrid",28046,4.2,1828.0,"lodging, point_of_interest, establishment",40.4586608,-3.6952852
Crisol Via Castellana,"Paseo de la Castellana, 220, Madrid",28046,4.0,3916.0,"lodging, point_of_interest, establishment",40.4677128,-3.6882912
Alfredo's Barbacoa,"Calle de Juan Hurtado de Mendoza, 11, Madrid",28046,4.4,5368.0,"restaurant, point_of_interest, food, establishment",40.4605735,-3.6872982
Hotel Infanta Mercedes,"Calle de Huesca, 21, Madrid",28046,4.0,1288.0,"lodging, point_of_interest, establishment",40.45806169999999,-3.6985896
Fuencarral-El Pardo,Fuencarral-El Pardo,28046,,,"sublocality_level_1, sublocality, political",40.5322776,-3.7841503
Hotel DI CARLO,"Calle de las Azucenas, 5, Madrid",28046,3.6,164.0,"lodging, point_of_interest, establishment",40.4632269,-3.697954599999999
DiverXO,"NH Eurobuilding, Calle del Padre Damián, 23, Madrid",28046,4.4,3020.0,"restaurant, point_of_interest, food, establishment",40.4578992,-3.6857765
Hotel NH Madrid Paseo de La Habana,"Paseo de La Habana, 73, Madrid",28046,4.0,2238.0,"lodging, point_of_interest, establishment",40.455815,-3.681823999999999
Asador Donostiarra,"Calle de la Infanta Mercedes, 79, Madrid",28046,4.6,5016.0,"restaurant, point_of_interest, food, establishment",40.4616628,-3.6957148
Restaurante el escondite,"Avenida de Alberto de Alcocer, 27, Madrid",28046,3.7,46.0,"restaurant, point_of_interest, food, establishment",40.4588788,-3.6837376
La Guisandera de Piñera,"Calle de Rosario Pino, 12, Madrid",28046,4.6,716.0,"restaurant, point_of_interest, food, establishment",40.4622839,-3.6923399
Calzados El Ferrocarril,"Calle de Bravo Murillo, 319, BAJO, Madrid",28046,4.3,105.0,"shoe_store, store, point_of_interest, establishment",40.46353659999999,-3.696608699999999
Alcampo,"Avenida de Pío XII, 4, Madrid",28046,4.0,4026.0,"supermarket, bakery, grocery_or_supermarket, clothing_store, home_goods_store, store, point_of_interest, food, establishment",40.4627244,-3.6750523
El Qüenco de Pepa,"Calle de Henri Dunant, 21, Madrid",28046,4.3,2951.0,"restaurant, point_of_interest, food, establishment",40.46007629999999,-3.6845477
Hotel Chamartín The One,"Calle de Agustín de Foxá, s/n, Madrid",28046,4.0,6259.0,"lodging, point_of_interest, establishment",40.47227799999999,-3.6832466
Hotel Caballero Errante Plaza de Castilla.,"Calle Pinos Alta, 14, Madrid",28046,3.8,1097.0,"lodging, point_of_interest, establishment",40.4661184,-3.6960334
Apartamentos Turísticos G3 Galeón Madrid,"Calle de Francisco Medrano, 4, Madrid",28046,3.8,146.0,"lodging, point_of_interest, establishment",40.45878919999999,-3.699367499999999
K-tuin Madrid Orense Apple Premium Reseller y Servicio Técnico Oficial,"Calle de Orense, 52, Madrid",28046,4.4,3146.0,"electronics_store, store, point_of_interest, establishment",40.4581489,-3.6942348
Librería Alcaná,"Calle del Marqués de Viana, 52, Madrid",28046,4.8,8542.0,"book_store, home_goods_store, store, point_of_interest, establishment",40.463103,-3.70261
Juzgado 1ª Instancia Nº 9,"Calle del Poeta Joan Maragall, 66, Madrid",28046,3.7,3.0,"courthouse, point_of_interest, establishment",40.46427329999999,-3.691296099999998
Restaurante La Tagliatella,"Calle del Poeta Joan Maragall, 53, Madrid",28046,4.1,2156.0,"restaurant, point_of_interest, food, establishment",40.4633594,-3.6917585
